C:\Users_Data\porat\Efrat\2017_Feb_11 Xp_Pv mid log colony starter 17_1_2017\17starter  C 0_5hr Syber CM-EDF_14_26 Oct.daf		
focused & single		
Control 0.5 hour lap		
Object Number	"Length_Component(1, Area, Object(M01, BF, Tight), Descending)"	Legth category
6431	9.666666667	7-12
6433	15	12+
6435	7.333333333	7-12
6437	14.33333333	12+
6439	7	3-7
6440	11	7-12
6441	13.33333333	12+
6442	23.66666667	12+
6443	9.333333333	7-12
6444	8.333333333	7-12
6445	21	12+
6446	6.666666667	3-7
6447	21.33333333	12+
6448	6	3-7
6449	12.66666667	12+
6450	9.333333333	7-12
6451	33	12+
6452	11.66666667	7-12
6453	12.66666667	12+
6454	8.666666667	7-12
6455	8.666666667	7-12
6456	13	12+
6457	6.666666667	3-7
6458	11.66666667	7-12
6459	7	3-7
6460	10.66666667	7-12
6462	9.666666667	7-12
6463	6.333333333	3-7
6464	10.33333333	7-12
6465	6.666666667	3-7
6466	6	3-7
6467	9	7-12
6469	9.333333333	7-12
6470	9	7-12
6472	7	3-7
6474	6	3-7
6475	6.333333333	3-7
6476	7.666666667	7-12
6477	11.66666667	7-12
6482	7.666666667	7-12
6483	2.666666667	#NAME?
6484	46.66666667	12+
6486	9.333333333	7-12
6489	4.666666667	3-7
6490	4	3-7
6491	8.666666667	7-12
6492	22	12+
6493	8	7-12
6494	6.333333333	3-7
6495	13	12+
6496	7.333333333	7-12
6497	10.66666667	7-12
6498	6.666666667	3-7
6499	2.666666667	#NAME?
6500	7.666666667	7-12
6501	19.33333333	12+
6502	13.66666667	12+
6504	9	7-12
6506	12.66666667	12+
6508	6.333333333	3-7
6510	8.333333333	7-12
6511	14.66666667	12+
6512	5.666666667	3-7
6514	15.33333333	12+
6515	12	7-12
6516	2.666666667	#NAME?
6517	5.666666667	3-7
6518	7	3-7
6519	15	12+
6520	18	12+
6521	4	3-7
6522	7.333333333	7-12
6523	10.33333333	7-12
6525	8	7-12
6526	11.66666667	7-12
6527	7	3-7
6529	7.333333333	7-12
6530	13.33333333	12+
6531	12.66666667	12+
6532	5.666666667	3-7
6533	5.666666667	3-7
6534	10	7-12
6535	10	7-12
6536	11.33333333	7-12
6537	9.333333333	7-12
6538	8	7-12
6539	3.666666667	3-7
6542	7	3-7
6543	6.333333333	3-7
6544	7.666666667	7-12
6546	9.333333333	7-12
6547	8.333333333	7-12
6548	8.333333333	7-12
6549	10	7-12
6551	8.333333333	7-12
6552	4.333333333	3-7
6554	7.666666667	7-12
6555	11	7-12
6556	15.33333333	12+
6557	4.666666667	3-7
6559	7.333333333	7-12
6560	15.66666667	12+
6561	12	7-12
6562	10.33333333	7-12
6563	8	7-12
6564	9	7-12
6565	7.666666667	7-12
6566	22.66666667	12+
6567	11.66666667	7-12
6569	9	7-12
6570	13.33333333	12+
6572	8	7-12
6573	9.333333333	7-12
6574	8	7-12
6575	4.333333333	3-7
6576	7.666666667	7-12
6577	8.666666667	7-12
6578	6.666666667	3-7
6580	14.66666667	12+
6581	7.333333333	7-12
6582	19.66666667	12+
6583	8.666666667	7-12
6584	6.666666667	3-7
6585	8	7-12
6588	10.66666667	7-12
6589	10.33333333	7-12
6590	10	7-12
6592	5.333333333	3-7
6594	23	12+
6595	8	7-12
6596	6	3-7
6597	13.33333333	12+
6598	8.666666667	7-12
6600	5.666666667	3-7
6601	20	12+
6605	3.666666667	3-7
6607	8	7-12
6608	11	7-12
6609	7	3-7
6610	10	7-12
6612	8	7-12
6615	12.33333333	12+
6617	6.333333333	3-7
6618	15.66666667	12+
6619	9	7-12
6620	5.666666667	3-7
6621	8.333333333	7-12
6622	11.33333333	7-12
6623	9.333333333	7-12
6624	5	3-7
6626	6.333333333	3-7
6627	6.666666667	3-7
6628	18.33333333	12+
6630	13.66666667	12+
6631	15.33333333	12+
6632	11.66666667	7-12
6633	6.666666667	3-7
6634	7	3-7
6637	8.333333333	7-12
6640	9.333333333	7-12
6641	11	7-12
6642	9.333333333	7-12
6643	8.333333333	7-12
6646	6.333333333	3-7
6647	24.66666667	12+
6648	7	3-7
6649	12.33333333	12+
6650	9.666666667	7-12
6651	6.666666667	3-7
6652	13.66666667	12+
6653	11	7-12
6655	6.333333333	3-7
6656	9.333333333	7-12
6657	13.33333333	12+
6659	30	12+
6660	2.666666667	#NAME?
6661	7	3-7
6662	7.666666667	7-12
6663	7.333333333	7-12
6666	9.666666667	7-12
6667	15.33333333	12+
6669	11	7-12
6670	10.33333333	7-12
6671	3.333333333	3-7
6673	11.33333333	7-12
6675	17	12+
6676	12	7-12
6677	14.66666667	12+
6678	8.666666667	7-12
6679	8.666666667	7-12
6680	5.666666667	3-7
6681	7.333333333	7-12
6682	5.666666667	3-7
6684	8	7-12
6685	8	7-12
6686	7.333333333	7-12
6687	5.333333333	3-7
6688	13.33333333	12+
6689	15.66666667	12+
6690	8.333333333	7-12
6691	7.333333333	7-12
6692	7	3-7
6693	18.33333333	12+
6694	10	7-12
6695	4.666666667	3-7
6696	12	7-12
6697	2.666666667	#NAME?
6699	8	7-12
6700	9.333333333	7-12
6701	7.333333333	7-12
6703	9	7-12
6704	6.666666667	3-7
6705	13.66666667	12+
6707	13	12+
6709	7.666666667	7-12
6710	13.33333333	12+
6711	9	7-12
6712	10.33333333	7-12
6713	14.66666667	12+
6714	5.333333333	3-7
6716	8	7-12
6717	10.66666667	7-12
6718	7.666666667	7-12
6719	7.333333333	7-12
6720	15.33333333	12+
6722	7.666666667	7-12
6723	9.666666667	7-12
6724	7	3-7
6726	7.333333333	7-12
6727	6	3-7
6729	9	7-12
6730	10.33333333	7-12
6731	7.333333333	7-12
6732	28.33333333	12+
6733	21.33333333	12+
6734	9	7-12
6738	7.333333333	7-12
6740	10	7-12
6742	12.33333333	12+
6743	6.666666667	3-7
6744	7	3-7
6745	9.333333333	7-12
6746	9.666666667	7-12
6748	8.333333333	7-12
6749	7.666666667	7-12
6750	5.333333333	3-7
6751	4.333333333	3-7
6752	8	7-12
6753	24.33333333	12+
6757	5.333333333	3-7
6758	8.666666667	7-12
6759	10	7-12
6760	11.33333333	7-12
6761	13	12+
6762	11	7-12
6766	6	3-7
6767	19.66666667	12+
6768	18.66666667	12+
6773	8	7-12
6774	9.333333333	7-12
6775	6.666666667	3-7
6776	13	12+
6777	4.333333333	3-7
6778	7	3-7
6779	10.66666667	7-12
6781	13.66666667	12+
6783	8.333333333	7-12
6784	11	7-12
6785	8	7-12
6787	9.666666667	7-12
6788	8.333333333	7-12
6789	6	3-7
6790	6.333333333	3-7
6791	7.333333333	7-12
6792	10	7-12
6794	5	3-7
6795	11.66666667	7-12
6796	6.333333333	3-7
6797	8	7-12
6798	10.66666667	7-12
6799	12.66666667	12+
6800	15	12+
6801	13.33333333	12+
6802	7	3-7
6803	21	12+
6804	6	3-7
6807	8.666666667	7-12
6808	7	3-7
6811	7.333333333	7-12
6812	15	12+
6813	6.333333333	3-7
6815	5.333333333	3-7
6816	25	12+
6818	10.66666667	7-12
6819	8.666666667	7-12
6820	7.333333333	7-12
6821	14.33333333	12+
6822	9	7-12
6823	7.333333333	7-12
6824	25.33333333	12+
6825	8	7-12
6827	9	7-12
6828	6.333333333	3-7
6830	38.33333333	12+
6831	6.333333333	3-7
6832	19	12+
6833	14.66666667	12+
6835	6.333333333	3-7
6836	7.666666667	7-12
6837	6.666666667	3-7
6839	17.33333333	12+
6840	6.666666667	3-7
6841	2.666666667	#NAME?
6842	8.333333333	7-12
6843	11.66666667	7-12
6844	11	7-12
6846	11.33333333	7-12
6847	7.666666667	7-12
6848	12	7-12
6849	18	12+
6850	7	3-7
6851	10.66666667	7-12
6852	8	7-12
6853	6.333333333	3-7
6854	6.666666667	3-7
6856	5.666666667	3-7
6857	9.666666667	7-12
6858	10.66666667	7-12
6859	8.333333333	7-12
6860	11	7-12
6861	5.333333333	3-7
6863	21.66666667	12+
6864	12.33333333	12+
6865	7.666666667	7-12
6866	9.333333333	7-12
6867	7	3-7
6868	5.666666667	3-7
6869	7	3-7
6870	19.33333333	12+
6871	7	3-7
6872	9.333333333	7-12
6873	11.33333333	7-12
6874	10	7-12
6875	6	3-7
6876	9.333333333	7-12
6877	9	7-12
6878	15.66666667	12+
6879	8	7-12
6880	7.666666667	7-12
6881	9.333333333	7-12
6884	7.333333333	7-12
6886	10	7-12
6887	6	3-7
6888	10.33333333	7-12
6889	6.666666667	3-7
6890	23	12+
6891	11	7-12
6892	14.66666667	12+
6895	6.666666667	3-7
6896	15.66666667	12+
6897	5.666666667	3-7
6898	8.333333333	7-12
6899	8.333333333	7-12
6900	12.66666667	12+
6901	9.333333333	7-12
6902	6.333333333	3-7
6903	18.33333333	12+
6904	9.666666667	7-12
6905	10	7-12
6906	7	3-7
6908	7	3-7
6909	12.66666667	12+
6910	12	7-12
6911	9.333333333	7-12
6912	7.333333333	7-12
6913	6.666666667	3-7
6914	15.33333333	12+
6915	8.333333333	7-12
6916	6	3-7
6917	8	7-12
6919	10.66666667	7-12
6920	8.666666667	7-12
6921	11.66666667	7-12
6922	7.666666667	7-12
6923	7	3-7
6925	7	3-7
6926	8.333333333	7-12
6927	5.666666667	3-7
6928	7	3-7
6929	12.33333333	12+
6930	10.66666667	7-12
6932	7.333333333	7-12
6933	8.666666667	7-12
6935	10.66666667	7-12
6936	10.66666667	7-12
6937	6.333333333	3-7
6938	12	7-12
6939	6.333333333	3-7
6940	10	7-12
6941	9.333333333	7-12
6943	9.333333333	7-12
6944	6.333333333	3-7
6946	28	12+
6947	9.666666667	7-12
6948	12.66666667	12+
6950	12.66666667	12+
6951	4.666666667	3-7
6952	4.666666667	3-7
6953	7.666666667	7-12
6954	8	7-12
6955	7	3-7
6956	14	12+
6957	10.66666667	7-12
6958	3.666666667	3-7
6959	7.666666667	7-12
6960	9.333333333	7-12
6961	6	3-7
6962	6	3-7
6964	8.333333333	7-12
6965	14.33333333	12+
6966	6.333333333	3-7
6967	8.666666667	7-12
6968	7.666666667	7-12
6969	6.333333333	3-7
6970	8.333333333	7-12
6971	7	3-7
6972	9.333333333	7-12
6973	10.66666667	7-12
6974	3	#NAME?
6975	6.333333333	3-7
6976	4.333333333	3-7
6977	9.666666667	7-12
6978	11.33333333	7-12
6979	5	3-7
6980	7.666666667	7-12
6981	8	7-12
6982	14.66666667	12+
6983	9.666666667	7-12
6984	7	3-7
6985	7.666666667	7-12
6986	22	12+
6987	4.666666667	3-7
6988	3	#NAME?
6991	5.666666667	3-7
6992	7.666666667	7-12
6993	9	7-12
6994	7.666666667	7-12
6995	6.666666667	3-7
6996	5.333333333	3-7
6997	9	7-12
6999	10	7-12
7000	12.33333333	12+
7001	10.66666667	7-12
7002	4	3-7
7006	8.333333333	7-12
7007	6.666666667	3-7
7008	12	7-12
7009	11	7-12
7011	5.333333333	3-7
7013	10.33333333	7-12
7014	10.33333333	7-12
7015	17	12+
7016	7	3-7
7017	2	#NAME?
7019	9.666666667	7-12
7020	9.333333333	7-12
7021	10	7-12
7022	3.666666667	3-7
7024	12	7-12
7025	11	7-12
7026	14	12+
7027	4.666666667	3-7
7028	11.33333333	7-12
7029	10.66666667	7-12
7030	9	7-12
7031	5.333333333	3-7
7032	2.333333333	#NAME?
7034	5.666666667	3-7
7035	6.333333333	3-7
7036	8	7-12
7037	7	3-7
7039	9	7-12
7041	12	7-12
7043	10.66666667	7-12
7044	10	7-12
7045	18.66666667	12+
7046	9.333333333	7-12
7047	8.333333333	7-12
7048	6.333333333	3-7
7049	6.666666667	3-7
7050	9	7-12
7051	7.333333333	7-12
7052	9	7-12
7053	16.33333333	12+
7054	10	7-12
7055	13	12+
7056	7.333333333	7-12
7057	9.666666667	7-12
7058	8.666666667	7-12
7059	11.33333333	7-12
7060	11	7-12
7061	12.33333333	12+
7062	7	3-7
7063	11.33333333	7-12
7064	10.33333333	7-12
7065	6.333333333	3-7
7066	8	7-12
7067	18.66666667	12+
7068	6	3-7
7069	4	3-7
7071	11.33333333	7-12
7072	9	7-12
7073	7.666666667	7-12
7074	17	12+
7075	4.666666667	3-7
7077	9.666666667	7-12
7079	10.33333333	7-12
7080	9.333333333	7-12
7081	5.666666667	3-7
7082	11	7-12
7083	11	7-12
7084	11	7-12
7085	9.666666667	7-12
7087	7.666666667	7-12
7088	9	7-12
7090	7.333333333	7-12
7091	8.666666667	7-12
7093	5.666666667	3-7
7094	8	7-12
7096	9	7-12
7097	9.666666667	7-12
7098	7.666666667	7-12
7099	17	12+
7101	7.666666667	7-12
7102	7	3-7
7103	8.666666667	7-12
7104	72.66666667	12+
7105	17.33333333	12+
7106	5.666666667	3-7
7107	6	3-7
7108	15.33333333	12+
7109	6.333333333	3-7
7110	8	7-12
7111	10.66666667	7-12
7113	8	7-12
7114	9.333333333	7-12
7115	8.666666667	7-12
7117	4.333333333	3-7
7118	8	7-12
7119	3	#NAME?
7120	5.666666667	3-7
7121	8	7-12
7123	9.666666667	7-12
7127	11	7-12
7128	10.33333333	7-12
7129	6	3-7
7130	9.666666667	7-12
7131	6	3-7
7132	10	7-12
7133	2.666666667	#NAME?
7134	7	3-7
7135	22.66666667	12+
7137	12	7-12
7138	11.66666667	7-12
7139	4	3-7
7140	10.66666667	7-12
7141	8.666666667	7-12
7142	9.333333333	7-12
7144	5.666666667	3-7
7145	6.333333333	3-7
7148	5.666666667	3-7
7149	7	3-7
7152	7	3-7
7153	11	7-12
7154	14	12+
7155	11	7-12
7156	7.333333333	7-12
7157	15.66666667	12+
7160	12.66666667	12+
7161	10.66666667	7-12
7162	7.333333333	7-12
7163	11.66666667	7-12
7164	26	12+
7165	9	7-12
7166	31.33333333	12+
7167	5.666666667	3-7
7168	4.666666667	3-7
7169	9.333333333	7-12
7171	9.333333333	7-12
7172	10.33333333	7-12
7173	15.66666667	12+
7174	11.33333333	7-12
7175	11	7-12
7176	14	12+
7177	7	3-7
7179	2.666666667	#NAME?
7180	10.66666667	7-12
7181	8	7-12
7182	8	7-12
7183	6.333333333	3-7
7184	9.333333333	7-12
7185	23	12+
7186	2.333333333	#NAME?
7188	8.333333333	7-12
7189	12.66666667	12+
7190	2	#NAME?
7191	6.666666667	3-7
7192	7	3-7
7194	10	7-12
7195	9.333333333	7-12
7197	6	3-7
7198	9.666666667	7-12
7200	18.33333333	12+
7201	10.33333333	7-12
7202	6.333333333	3-7
7203	10.66666667	7-12
7204	6.333333333	3-7
7205	9.666666667	7-12
7206	8.333333333	7-12
7207	13.33333333	12+
7208	8	7-12
7209	16	12+
7211	6.666666667	3-7
7212	11	7-12
7214	10	7-12
7215	11.66666667	7-12
7216	11	7-12
7217	14	12+
7218	3.333333333	3-7
7219	4	3-7
7220	17.33333333	12+
7221	18.33333333	12+
7222	10	7-12
7223	5.666666667	3-7
7224	7.333333333	7-12
7225	9.333333333	7-12
7226	5	3-7
7228	15	12+
7230	9.333333333	7-12
7231	8	7-12
7232	11	7-12
7233	8.666666667	7-12
7234	8.333333333	7-12
7235	8.666666667	7-12
7236	10	7-12
7238	16.66666667	12+
7239	13	12+
7240	12	7-12
7242	5.333333333	3-7
7243	7.666666667	7-12
7244	8.666666667	7-12
7245	4.333333333	3-7
7246	7.333333333	7-12
7247	7	3-7
7248	6.333333333	3-7
7249	23	12+
7250	8.333333333	7-12
7251	9	7-12
7254	6.333333333	3-7
7256	9	7-12
7258	7.333333333	7-12
7259	8	7-12
7261	11.33333333	7-12
7262	7.333333333	7-12
7263	6.666666667	3-7
7264	8.666666667	7-12
7266	8.333333333	7-12
7267	46	12+
7268	7.333333333	7-12
7269	24	12+
7270	9.333333333	7-12
7271	6.666666667	3-7
7272	6.666666667	3-7
7273	5.666666667	3-7
7275	22	12+
7276	8.333333333	7-12
7277	31.66666667	12+
7279	10.66666667	7-12
7280	7	3-7
7282	10.33333333	7-12
7283	8.666666667	7-12
7284	2.666666667	#NAME?
7285	21.33333333	12+
7287	28.66666667	12+
7288	8.666666667	7-12
7289	9	7-12
7290	8	7-12
7291	6.333333333	3-7
7292	8.666666667	7-12
7293	7	3-7
7294	18.33333333	12+
7296	12	7-12
7297	5.666666667	3-7
7298	11	7-12
7299	7	3-7
7301	3.333333333	3-7
7303	6.666666667	3-7
7304	12	7-12
7305	11.33333333	7-12
7306	9.666666667	7-12
7307	16	12+
7308	9	7-12
7309	7.666666667	7-12
7311	11	7-12
7312	6.333333333	3-7
7313	17.33333333	12+
7315	9	7-12
7316	6.666666667	3-7
7317	8.666666667	7-12
7318	9.333333333	7-12
7319	6.333333333	3-7
7320	8.333333333	7-12
7321	7	3-7
7322	13	12+
7323	3	#NAME?
7324	7.333333333	7-12
7325	8.666666667	7-12
7327	11.66666667	7-12
7328	8	7-12
7329	17.66666667	12+
7331	8.666666667	7-12
7332	10	7-12
7333	10.66666667	7-12
7334	18	12+
7335	8.333333333	7-12
7336	9.333333333	7-12
7337	10	7-12
7339	8.333333333	7-12
7340	7.666666667	7-12
7341	10	7-12
7342	16.33333333	12+
7343	12	7-12
7344	6.333333333	3-7
7347	6.333333333	3-7
7348	5.333333333	3-7
7349	8.666666667	7-12
7351	10.33333333	7-12
7352	8	7-12
7353	10.33333333	7-12
7356	15.33333333	12+
7357	20.33333333	12+
7358	18.66666667	12+
7361	7.333333333	7-12
7362	6.333333333	3-7
7364	13.33333333	12+
7366	24.66666667	12+
7367	12.66666667	12+
7368	6.666666667	3-7
7369	8.333333333	7-12
7370	28.66666667	12+
7372	19.66666667	12+
7373	7.666666667	7-12
7377	8.333333333	7-12
7378	8.333333333	7-12
7379	14.33333333	12+
7380	8	7-12
7381	10.33333333	7-12
7382	6	3-7
7383	8.333333333	7-12
7384	9	7-12
7385	10	7-12
7386	14.33333333	12+
7388	8	7-12
7389	7	3-7
7390	25.66666667	12+
7391	15	12+
7392	12	7-12
7393	11.66666667	7-12
7394	13	12+
7395	8.333333333	7-12
7396	7	3-7
7397	14.66666667	12+
7398	3.666666667	3-7
7399	10	7-12
7400	8.666666667	7-12
7401	7	3-7
7402	16	12+
7404	9.666666667	7-12
7406	7.333333333	7-12
7407	7.666666667	7-12
7408	8.333333333	7-12
7409	8.666666667	7-12
7410	31.66666667	12+
7411	10.33333333	7-12
7412	12	7-12
7413	6	3-7
7414	16.66666667	12+
7415	5.666666667	3-7
7416	12.33333333	12+
7417	6.666666667	3-7
7418	11.33333333	7-12
7419	8.333333333	7-12
7420	7.333333333	7-12
7422	7.333333333	7-12
7425	11	7-12
7426	18	12+
7427	11	7-12
7428	10	7-12
7429	8	7-12
7430	8	7-12
7432	6.666666667	3-7
7434	6.666666667	3-7
7435	19	12+
7436	3.666666667	3-7
7437	3.333333333	3-7
7438	12	7-12
7439	5	3-7
7440	11.66666667	7-12
7441	5.666666667	3-7
7442	10	7-12
7443	9.333333333	7-12
7444	3.666666667	3-7
7445	8	7-12
7447	8.666666667	7-12
7450	11.66666667	7-12
7453	8.666666667	7-12
7454	7.333333333	7-12
7455	10.66666667	7-12
7456	7	3-7
7457	5.666666667	3-7
7458	9.333333333	7-12
7459	26	12+
7460	18.33333333	12+
7461	6.666666667	3-7
7462	12.33333333	12+
7464	7	3-7
7465	8.666666667	7-12
7466	11.66666667	7-12
7467	9.666666667	7-12
7468	10.33333333	7-12
7469	6.333333333	3-7
7470	10.66666667	7-12
7471	6.666666667	3-7
7472	8.333333333	7-12
7473	15.66666667	12+
7474	5.333333333	3-7
7475	10.33333333	7-12
7476	2.333333333	#NAME?
7477	6.333333333	3-7
7478	9	7-12
7479	6.333333333	3-7
7480	8.333333333	7-12
7482	5.666666667	3-7
7483	11.66666667	7-12
7484	7.333333333	7-12
7485	6.666666667	3-7
7486	19.66666667	12+
7487	8.666666667	7-12
7488	16.33333333	12+
7489	11	7-12
7491	10	7-12
7492	12.33333333	12+
7493	12	7-12
7494	11.33333333	7-12
7495	8.333333333	7-12
7497	7.333333333	7-12
7498	7.333333333	7-12
7499	22.33333333	12+
7500	7.333333333	7-12
7501	4.666666667	3-7
7502	6.666666667	3-7
7503	17.66666667	12+
7504	6.333333333	3-7
7505	9.333333333	7-12
7507	9.333333333	7-12
7508	8.333333333	7-12
7509	12.33333333	12+
7510	7.666666667	7-12
7511	8.666666667	7-12
7512	16.66666667	12+
7513	14.33333333	12+
7515	9.333333333	7-12
7516	8	7-12
7517	9.333333333	7-12
7518	2.666666667	#NAME?
7519	6.666666667	3-7
7520	8.666666667	7-12
7521	6.666666667	3-7
7522	9	7-12
7523	12.66666667	12+
7524	18.66666667	12+
7525	3	#NAME?
7526	18.33333333	12+
7527	10	7-12
7529	9.333333333	7-12
7530	8.666666667	7-12
7531	8.333333333	7-12
7532	8	7-12
7534	11	7-12
7535	8	7-12
7536	8.666666667	7-12
7538	10.66666667	7-12
7539	38.66666667	12+
7540	7.333333333	7-12
7541	6	3-7
7542	10.66666667	7-12
7543	9.333333333	7-12
7545	6.333333333	3-7
7546	4	3-7
7547	15.66666667	12+
7548	6	3-7
7549	7.666666667	7-12
7551	33.66666667	12+
7552	7.666666667	7-12
7553	12.33333333	12+
7554	6.333333333	3-7
7555	6.666666667	3-7
7556	6.666666667	3-7
7557	17.33333333	12+
7558	5.666666667	3-7
7559	15	12+
7560	10.33333333	7-12
7561	13.66666667	12+
7563	9	7-12
7564	6.666666667	3-7
7565	15.66666667	12+
7567	9.666666667	7-12
7568	7	3-7
7569	10.66666667	7-12
7570	17.33333333	12+
7571	9.333333333	7-12
7572	6.666666667	3-7
7573	17.33333333	12+
7574	28	12+
7576	6.333333333	3-7
7577	8	7-12
7578	5	3-7
7579	7	3-7
7580	28	12+
7581	7.333333333	7-12
7582	7.666666667	7-12
7583	7.666666667	7-12
7584	6.333333333	3-7
7585	6.333333333	3-7
7587	15	12+
7588	7	3-7
7589	9.666666667	7-12
7590	10.66666667	7-12
7591	10.66666667	7-12
7592	9	7-12
7594	12	7-12
7595	11.66666667	7-12
7596	13.33333333	12+
7597	39	12+
7598	8	7-12
7599	10.66666667	7-12
7602	7	3-7
7603	13.66666667	12+
7604	13	12+
7605	5.333333333	3-7
7606	6.333333333	3-7
7607	10	7-12
7608	9	7-12
7609	3.666666667	3-7
7611	10	7-12
7612	11	7-12
7615	11.66666667	7-12
7616	9.666666667	7-12
7617	29	12+
7618	6.666666667	3-7
7619	9	7-12
7620	1.666666667	#NAME?
7621	8.333333333	7-12
7622	6.333333333	3-7
7623	8	7-12
7624	27.66666667	12+
7625	16.33333333	12+
7627	9	7-12
7630	5.666666667	3-7
7634	11	7-12
7636	11	7-12
7637	14.66666667	12+
7638	6.333333333	3-7
7639	9.666666667	7-12
7641	7	3-7
7642	8.333333333	7-12
7644	3	#NAME?
7645	8	7-12
7646	8.333333333	7-12
7647	7.333333333	7-12
7648	11.66666667	7-12
7649	8.333333333	7-12
7650	11	7-12
7651	11.33333333	7-12
7652	12.66666667	12+
7653	12	7-12
7654	21.66666667	12+
7655	3.666666667	3-7
7656	11.33333333	7-12
7657	17.33333333	12+
7658	12	7-12
7659	8	7-12
7660	30.66666667	12+
7663	19	12+
7664	16	12+
7665	11.66666667	7-12
7666	22.33333333	12+
7667	6	3-7
7668	8	7-12
7669	10	7-12
7670	6	3-7
7672	16	12+
7673	2.666666667	#NAME?
7674	17.33333333	12+
7675	7.666666667	7-12
7676	2.333333333	#NAME?
7677	7.333333333	7-12
7678	2	#NAME?
7679	8	7-12
7680	6.666666667	3-7
7681	6.333333333	3-7
7682	6.666666667	3-7
7683	8	7-12
7684	12	7-12
7685	7.666666667	7-12
7686	18	12+
7687	16	12+
7688	6.333333333	3-7
7689	3	#NAME?
7690	10.33333333	7-12
7691	6.666666667	3-7
7692	27	12+
7693	29.66666667	12+
7694	8	7-12
7696	7.666666667	7-12
7697	8.666666667	7-12
7698	7.666666667	7-12
7699	7.333333333	7-12
7700	8.666666667	7-12
7701	8.333333333	7-12
7703	17.33333333	12+
7705	19.66666667	12+
7706	16.33333333	12+
7707	10.33333333	7-12
7708	6	3-7
7709	7.666666667	7-12
7710	12	7-12
7711	7.333333333	7-12
7712	11.66666667	7-12
7713	7.333333333	7-12
7714	5.333333333	3-7
7715	8	7-12
7716	7	3-7
7717	9.666666667	7-12
7718	8	7-12
7719	10.66666667	7-12
7720	8	7-12
7721	16	12+
7722	6.333333333	3-7
7723	13	12+
7725	9.333333333	7-12
7726	10.33333333	7-12
7728	6.666666667	3-7
7729	2.666666667	#NAME?
7730	21.66666667	12+
7732	13.33333333	12+
7733	5	3-7
7734	12	7-12
7736	8.666666667	7-12
7737	14.33333333	12+
7738	6.333333333	3-7
7739	7	3-7
7741	7.333333333	7-12
7743	5.333333333	3-7
7745	9.333333333	7-12
7746	4.666666667	3-7
7749	22.33333333	12+
7750	7	3-7
7751	8	7-12
7752	2.666666667	#NAME?
7753	16.33333333	12+
7754	8.333333333	7-12
7755	10.66666667	7-12
7756	6.333333333	3-7
7757	11.66666667	7-12
7758	3	#NAME?
7759	22	12+
7760	22.33333333	12+
7761	6.333333333	3-7
7763	6	3-7
7764	8	7-12
7765	10.33333333	7-12
7768	7.333333333	7-12
7769	10.66666667	7-12
7771	7.333333333	7-12
7772	23.33333333	12+
7774	8.666666667	7-12
7775	14.66666667	12+
7776	9.333333333	7-12
7777	15	12+
7778	10	7-12
7779	6.666666667	3-7
7780	5.333333333	3-7
7781	19.66666667	12+
7782	8	7-12
7783	10	7-12
7784	8.666666667	7-12
7785	13.33333333	12+
7786	6.666666667	3-7
7787	10.66666667	7-12
7788	6.666666667	3-7
7789	10.66666667	7-12
7790	6.333333333	3-7
7791	7.666666667	7-12
7792	5.333333333	3-7
7793	8.333333333	7-12
7794	7	3-7
7795	7	3-7
7796	3.333333333	3-7
7797	9.666666667	7-12
7798	6.333333333	3-7
7799	9.333333333	7-12
7800	11	7-12
7802	4	3-7
7803	10.33333333	7-12
7805	7.666666667	7-12
7806	9	7-12
7807	7.666666667	7-12
7808	16.66666667	12+
7809	8.666666667	7-12
7810	9	7-12
7813	8.333333333	7-12
7815	7.666666667	7-12
7817	6.333333333	3-7
7819	8	7-12
7820	11.66666667	7-12
7821	8.333333333	7-12
7822	10	7-12
7823	6.333333333	3-7
7824	8.333333333	7-12
7825	9.666666667	7-12
7826	5.666666667	3-7
7827	7.666666667	7-12
7828	8.333333333	7-12
7829	2.333333333	#NAME?
7830	15.33333333	12+
7831	11.66666667	7-12
7832	6	3-7
7833	10	7-12
7834	8	7-12
7835	8.333333333	7-12
7838	4.666666667	3-7
7839	12.66666667	12+
7840	8	7-12
7841	8	7-12
7844	83.66666667	12+
7845	6.666666667	3-7
7846	7	3-7
7847	7.333333333	7-12
7848	9.666666667	7-12
7849	5.333333333	3-7
7850	12.33333333	12+
7851	8.333333333	7-12
7852	21.66666667	12+
7853	10	7-12
7855	20.66666667	12+
7856	10.66666667	7-12
7857	7.333333333	7-12
7858	8.666666667	7-12
7859	6	3-7
7860	4.666666667	3-7
7861	11.33333333	7-12
7863	2.333333333	#NAME?
7864	11.33333333	7-12
7865	10.33333333	7-12
7866	13.66666667	12+
7869	8.666666667	7-12
7871	12.66666667	12+
7872	9.333333333	7-12
7874	9.333333333	7-12
7875	8	7-12
7876	7.333333333	7-12
7877	6	3-7
7878	10.33333333	7-12
7879	2.666666667	#NAME?
7881	10.66666667	7-12
7883	11.66666667	7-12
7884	13	12+
7885	9.333333333	7-12
7887	16	12+
7888	9	7-12
7889	10.33333333	7-12
7892	19	12+
7893	6.333333333	3-7
7894	5.333333333	3-7
7895	9	7-12
7896	10.33333333	7-12
7897	3.666666667	3-7
7899	8	7-12
7900	12.66666667	12+
7901	8.333333333	7-12
7902	17	12+
7903	10.66666667	7-12
7905	2.666666667	#NAME?
7906	12	7-12
7907	15.33333333	12+
7909	3	#NAME?
7910	14	12+
7911	10.33333333	7-12
7912	3.333333333	3-7
